x;y
-0.9183465280840482;-3.092532384963262
-0.9183465280840482;-3.065476107906985
-0.8981852377614672;-3.011363553794431
-0.8981852377614672;-2.957250999681877
-0.8780239474388862;-2.9301947226256
-0.8780239474388862;-2.9031384455693225
-0.8780239474388862;-2.8760821685130455
-0.8578626571163062;-2.8490258914567685
-0.8175400764711442;-2.7408007832316605
-0.8175400764711442;-2.7137445061753835
-0.7973787861485642;-2.6866882291191065
-0.7973787861485642;-2.659631952062829
-0.7973787861485642;-2.605519397950275
-0.7772174958259832;-2.551406843837721
-0.7772174958259832;-2.497294289725167
-0.7772174958259832;-2.47023801266889
-0.7570562055034031;-2.416125458556336
-0.7570562055034031;-2.307900350331227
-0.7570562055034031;-2.2808440732749506
-0.7368949151808222;-2.145562687993565
-0.7368949151808222;-2.091450133881011
-0.7368949151808222;-2.0643938568247338
-0.7368949151808222;-2.037337579768457
-0.7167336248582412;-1.9291124715433492
-0.7167336248582412;-1.8749999174307943
-0.7167336248582412;-1.8208873633182403
-0.7167336248582412;-1.7397185321494097
-0.6965723345356611;-1.6585497009805783
-0.6965723345356611;-1.6314934239243009
-0.6965723345356611;-1.5773808698117469
-0.6965723345356611;-1.5503245927554703
-0.6965723345356611;-1.4691557615866389
-0.6965723345356611;-1.4150432074740849
-0.6965723345356611;-1.3879869304178074
-0.6965723345356611;-1.3338743763052534
-0.6965723345356611;-1.3068180992489768
-0.6965723345356611;-1.252705545136422
-0.6965723345356611;-1.2256492680801454
-0.6965723345356611;-1.198592991023868
-0.6965723345356611;-1.1174241598550374
-0.6965723345356611;-1.036255328686206
-0.6965723345356611;-0.982142774573652
-0.6965723345356611;-0.9550864975173745
-0.6965723345356611;-0.9009739434048205
-0.6965723345356611;-0.873917666348544
-0.6965723345356611;-0.81980511223599
-0.6965723345356611;-0.7115800040108811
-0.6764110442130802;-0.6304111728420505
-0.6764110442130802;-0.6033548957857731
-0.6764110442130802;-0.5492423416732191
-0.6764110442130802;-0.49512978756066506
-0.6764110442130802;-0.4139609563918336
-0.6764110442130802;-0.38690467933555706
-0.6764110442130802;-0.3598484022792796
-0.6764110442130802;-0.33279212522300217
-0.6764110442130802;-0.3057358481667256
-0.6764110442130802;-0.27867957111044817
-0.6764110442130802;-0.2516232940541716
-0.6764110442130802;-0.1975107399416176
-0.6764110442130802;-0.17045446288534016
-0.6764110442130802;-0.14339818582906272
-0.6764110442130802;-0.11634190877278616
-0.6764110442130802;-0.03517307760395472
-0.6764110442130802;0.018939476508599284
-0.6764110442130802;0.04599575356487584
-0.6764110442130802;0.07305203062115329
-0.6764110442130802;0.10010830767743073
-0.6764110442130802;0.20833341590253873
-0.6764110442130802;0.2353896929588153
-0.6764110442130802;0.2895022470713702
-0.6764110442130802;0.3436148011839242
-0.6764110442130802;0.3977273552964782
-0.6764110442130802;0.42478363235275474
-0.6764110442130802;0.4518399094090322
-0.6764110442130802;0.5059524635215862
-0.6764110442130802;0.5330087405778636
-0.6764110442130802;0.5871212946904176
-0.6562497538904992;0.5871212946904176
-0.6562497538904992;0.6141775717466942
-0.6562497538904992;0.6412338488029716
-0.6562497538904992;0.6953464029155256
-0.6562497538904992;0.7224026799718022
-0.6562497538904992;0.7765152340843571
-0.6562497538904992;0.8306277881969111
-0.6360884635679191;0.8576840652531876
-0.6360884635679191;0.8847403423094651
-0.6360884635679191;0.9117966193657416
-0.6360884635679191;0.9388528964220191
-0.6360884635679191;0.9929654505345731
-0.6360884635679191;1.047078004647127
-0.6360884635679191;1.101190558759681
-0.6360884635679191;1.1282468358159585
-0.6360884635679191;1.155303112872235
-0.6360884635679191;1.2364719440410665
-0.6562497538904992;1.317640775209898
-0.6562497538904992;1.371753329322452
-0.6562497538904992;1.3988096063787294
-0.6562497538904992;1.47997843754756
-0.6562497538904992;1.5070347146038374
-0.6562497538904992;1.5611472687163914
-0.6562497538904992;1.5882035457726689
-0.6562497538904992;1.6152598228289454
-0.6562497538904992;1.642316099885222
-0.6562497538904992;1.6964286539977769
-0.6562497538904992;1.7775974851666083
-0.6562497538904992;1.8046537622228849
-0.6562497538904992;1.8587663163354398
-0.6562497538904992;1.8858225933917163
-0.6764110442130802;1.9128788704479929
-0.6764110442130802;1.9399351475042694
-0.6764110442130802;1.9669914245605478
-0.6764110442130802;1.9940477016168243
-0.6965723345356611;2.021103978673101
-0.6965723345356611;2.048160255729379
-0.6965723345356611;2.0752165327856558
-0.6965723345356611;2.1022728098419323
-0.6965723345356611;2.129329086898209
-0.6965723345356611;2.156385363954487
-0.6965723345356611;2.2104979180670403
-0.6965723345356611;2.237554195123317
-0.6965723345356611;2.264610472179595
-0.6965723345356611;2.2916667492358718
-0.6965723345356611;2.3187230262921483
-0.7167336248582412;2.3457793033484267
-0.7167336248582412;2.372835580404703
-0.7167336248582412;2.3998918574609798
-0.7167336248582412;2.4269481345172563
-0.7167336248582412;2.4540044115735347
-0.7167336248582412;2.481060688629811
-0.7167336248582412;2.5081169656860878
-0.7167336248582412;2.5622295197986427
-0.7167336248582412;2.589285796854919
-0.7167336248582412;2.6163420739111958
-0.7167336248582412;2.697510905080027
-0.7167336248582412;2.7245671821363056
-0.7167336248582412;2.751623459192582
-0.7167336248582412;2.7786797362488587
-0.7167336248582412;2.8057360133051352
-0.7167336248582412;2.8327922903614136
-0.7167336248582412;2.8869048444739667
-0.7167336248582412;2.9139611215302432
-0.7167336248582412;2.9410173985865216
-0.6965723345356611;2.9410173985865216
-0.6965723345356611;2.968073675642798
-0.6764110442130802;2.968073675642798
-0.6562497538904992;2.968073675642798
-0.6360884635679191;2.968073675642798
-0.5957658829227572;2.968073675642798
-0.5756045926001772;2.968073675642798
-0.5554433022775962;2.968073675642798
-0.5352820119550152;2.968073675642798
-0.5151207216324352;2.968073675642798
-0.47479814098727413;2.968073675642798
-0.45463685066469317;2.968073675642798
-0.4344755603421122;2.968073675642798
-0.3941529796969512;2.9410173985865216
-0.35383039905179015;2.9410173985865216
-0.35383039905179015;2.9139611215302432
-0.3336691087292092;2.9139611215302432
-0.3135078184066282;2.85984856741769
-0.29334652808404815;2.85984856741769
-0.29334652808404815;2.85984856741769
-0.25302394743888623;2.8057360133051352
-0.23286265711630616;2.751623459192582
-0.2127013667937252;2.751623459192582
-0.17237878614856417;2.643398350967474
-0.1522174958259832;2.535173242742366
-0.13205620550340313;2.535173242742366
-0.13205620550340313;2.5081169656860878
-0.13205620550340313;2.481060688629811
-0.13205620550340313;2.4269481345172563
-0.13205620550340313;2.4269481345172563
-0.13205620550340313;2.372835580404703
-0.13205620550340313;2.3187230262921483
-0.13205620550340313;2.2916667492358718
-0.13205620550340313;2.2104979180670403
-0.13205620550340313;2.2104979180670403
-0.13205620550340313;2.156385363954487
-0.13205620550340313;2.1022728098419323
-0.13205620550340313;2.0752165327856558
-0.13205620550340313;2.048160255729379
-0.13205620550340313;1.9940477016168243
-0.13205620550340313;1.9940477016168243
-0.13205620550340313;1.9669914245605478
-0.13205620550340313;1.9399351475042694
-0.13205620550340313;1.8858225933917163
-0.13205620550340313;1.8858225933917163
-0.13205620550340313;1.8587663163354398
-0.1522174958259832;1.8317100392791614
-0.17237878614856417;1.75054120811033
-0.17237878614856417;1.6693723769415003
-0.19254007647114424;1.6693723769415003
-0.2127013667937252;1.642316099885222
-0.23286265711630616;1.5611472687163914
-0.25302394743888623;1.5611472687163914
-0.2731852377614672;1.5070347146038374
-0.3336691087292092;1.425865883435006
-0.3941529796969512;1.3446970522661745
-0.45463685066469317;1.2905844981536205
-0.4949594313098542;1.2364719440410665
-0.5352820119550152;1.1823593899285125
-0.5554433022775962;1.1282468358159585
-0.5756045926001772;1.1282468358159585
-0.6159271732453382;1.0741342817034045
-0.6764110442130802;1.0200217275908505
-0.6965723345356611;0.9929654505345731
-0.7368949151808222;0.9117966193657416
-0.7570562055034031;0.9117966193657416
-0.7570562055034031;0.9117966193657416
-0.7772174958259832;0.8847403423094651
-0.8175400764711442;0.8035715111406336
-0.8377013667937252;0.8035715111406336
-0.8780239474388862;0.8035715111406336
-0.9183465280840482;0.7765152340843571
-0.9385078184066282;0.7494589570280796
-0.9586691087292092;0.6953464029155256
-0.9788303990517901;0.6953464029155256
-1.0191529796969512;0.6953464029155256
-1.0393142700195321;0.6682901258592482
-1.0997981409872732;0.5871212946904176
-1.1401207216324352;0.5871212946904176
-1.1804433022775962;0.5600650176341402
-1.2409271732453382;0.47889618646530874
-1.2610884635679191;0.4518399094090322
-1.2812497538904992;0.42478363235275474
-1.3215723345356611;0.37067107824020074
-1.3417336248582412;0.37067107824020074
-1.3618949151808222;0.3436148011839242
-1.4022174958259832;0.26244597001509273
-1.4425400764711442;0.2353896929588153
-1.4425400764711442;0.20833341590253873
-1.4425400764711442;0.15422086178998473
-1.4627013667937252;0.15422086178998473
-1.4828626571163062;0.1271645847337073
-1.5030239474388862;0.10010830767743073
-1.5030239474388862;0.04599575356487584
-1.5231852377614672;-0.00811680054767816
-1.5433465280840482;-0.06222935466023216
-1.5433465280840482;-0.11634190877278616
-1.5433465280840482;-0.17045446288534016
-1.5635078184066282;-0.22456701699789416
-1.5635078184066282;-0.27867957111044817
-1.5635078184066282;-0.33279212522300217
-1.5836691087292092;-0.38690467933555706
-1.5836691087292092;-0.38690467933555706
-1.5836691087292092;-0.49512978756066506
-1.5836691087292092;-0.5221860646169416
-1.5836691087292092;-0.5492423416732191
-1.5836691087292092;-0.6304111728420505
-1.5836691087292092;-0.7115800040108811
-1.5836691087292092;-0.7656925581234351
-1.5836691087292092;-0.81980511223599
-1.5836691087292092;-0.8468613892922665
-1.5836691087292092;-0.928030220461098
-1.5836691087292092;-0.928030220461098
-1.5836691087292092;-0.982142774573652
-1.5836691087292092;-1.036255328686206
-1.5635078184066282;-1.0633116057424834
-1.5635078184066282;-1.09036788279876
-1.5635078184066282;-1.144480436911314
-1.5635078184066282;-1.144480436911314
-1.5433465280840482;-1.1715367139675914
-1.5433465280840482;-1.198592991023868
-1.5231852377614672;-1.252705545136422
-1.5231852377614672;-1.2797618221926994
-1.5231852377614672;-1.3068180992489768
-1.5030239474388862;-1.3609306533615309
-1.4828626571163062;-1.4691557615866389
-1.4627013667937252;-1.5773808698117469
-1.4425400764711442;-1.6044371468680243
-1.4223787861485642;-1.6314934239243009
-1.4223787861485642;-1.6856059780368549
-1.4022174958259832;-1.6856059780368549
-1.3820562055034031;-1.7938310862619637
-1.3618949151808222;-1.7938310862619637
-1.3618949151808222;-1.8208873633182403
-1.3215723345356611;-1.9020561944870717
-1.3014110442130802;-1.9020561944870717
-1.2812497538904992;-1.9561687485996258
-1.2610884635679191;-2.0102813027121798
-1.2409271732453382;-2.0102813027121798
-1.2409271732453382;-2.0102813027121798
-1.1804433022775962;-2.0643938568247338
-1.1602820119550152;-2.1185064109372878
-1.1401207216324352;-2.1185064109372878
-1.0796368506646932;-2.1726189650498426
-1.0594755603421122;-2.1726189650498426
-1.0191529796969512;-2.2267315191623966
-0.9989916893743702;-2.2267315191623966
-0.9788303990517901;-2.2267315191623966
-0.9385078184066282;-2.253787796218673
-0.8981852377614672;-2.253787796218673
-0.8377013667937252;-2.2808440732749506
-0.7772174958259832;-2.2808440732749506
-0.7167336248582412;-2.2808440732749506
-0.6764110442130802;-2.2808440732749506
-0.6562497538904992;-2.3349566273875046
-0.6360884635679191;-2.3349566273875046
-0.5957658829227572;-2.3349566273875046
-0.5756045926001772;-2.3349566273875046
-0.5554433022775962;-2.3349566273875046
-0.5352820119550152;-2.3349566273875046
-0.45463685066469317;-2.3349566273875046
-0.41431427001953214;-2.3349566273875046
-0.3941529796969512;-2.3349566273875046
-0.3739916893743702;-2.307900350331227
-0.35383039905179015;-2.2808440732749506
-0.3336691087292092;-2.253787796218673
-0.29334652808404815;-2.2267315191623966
-0.2731852377614672;-2.199675242106119
-0.25302394743888623;-2.199675242106119
-0.2127013667937252;-2.145562687993565
-0.17237878614856417;-2.091450133881011
-0.11189491518082217;-2.037337579768457
-0.05141104421308018;-1.9561687485996258
-0.011088463567919149;-1.8749999174307943
0.009072826754661811;-1.8479436403745177
0.049395407399822844;-1.8208873633182403
0.049395407399822844;-1.7938310862619637
0.049395407399822844;-1.7667748092056863
0.10987927836756484;-1.6856059780368549
0.1300405686901458;-1.6585497009805783
0.1300405686901458;-1.6314934239243009
0.15020185901272587;-1.5773808698117469
0.15020185901272587;-1.5232683156991929
0.17036314933530683;-1.4962120386429163
0.17036314933530683;-1.4150432074740849
0.1905244396578878;-1.3338743763052534
0.21068572998046786;-1.3068180992489768
0.21068572998046786;-1.252705545136422
0.21068572998046786;-1.2256492680801454
0.21068572998046786;-1.198592991023868
0.21068572998046786;-1.1715367139675914
0.21068572998046786;-1.144480436911314
0.21068572998046786;-1.1174241598550374
0.21068572998046786;-1.09036788279876
0.21068572998046786;-1.0633116057424834
0.21068572998046786;-1.0091990516299285
0.21068572998046786;-0.982142774573652
0.21068572998046786;-0.9550864975173745
0.21068572998046786;-0.928030220461098
0.21068572998046786;-0.9009739434048205
0.21068572998046786;-0.873917666348544
0.21068572998046786;-0.81980511223599
0.21068572998046786;-0.7656925581234351
0.1905244396578878;-0.7386362810671585
0.1905244396578878;-0.6845237269546045
0.1905244396578878;-0.6574674498983271
0.1905244396578878;-0.6304111728420505
0.17036314933530683;-0.5492423416732191
0.1300405686901458;-0.4680735105043876
0.10987927836756484;-0.4139609563918336
0.08971798804498476;-0.38690467933555706
0.0695566977224038;-0.3598484022792796
0.0695566977224038;-0.33279212522300217
0.02923411707724277;-0.27867957111044817
0.009072826754661811;-0.27867957111044817
0.009072826754661811;-0.2516232940541716
-0.011088463567919149;-0.22456701699789416
-0.03124975389049922;-0.17045446288534016
-0.05141104421308018;-0.14339818582906272
-0.07157233453566114;-0.11634190877278616
-0.09173362485824121;-0.08928563171650872
-0.11189491518082217;-0.06222935466023216
-0.13205620550340313;-0.03517307760395472
-0.1522174958259832;-0.03517307760395472
-0.19254007647114424;-0.00811680054767816
-0.23286265711630616;0.018939476508599284
-0.2731852377614672;0.018939476508599284
-0.29334652808404815;0.018939476508599284
-0.3739916893743702;0.04599575356487584
-0.3941529796969512;0.04599575356487584
-0.41431427001953214;0.04599575356487584
-0.47479814098727413;0.04599575356487584
-0.5352820119550152;0.04599575356487584
-0.5554433022775962;0.04599575356487584
-0.5756045926001772;0.04599575356487584
-0.5957658829227572;0.04599575356487584
-0.6360884635679191;0.018939476508599284
-0.6562497538904992;-0.00811680054767816
-0.6965723345356611;-0.00811680054767816
-0.6965723345356611;-0.06222935466023216
-0.7167336248582412;-0.06222935466023216
-0.7570562055034031;-0.08928563171650872
-0.7973787861485642;-0.17045446288534016
-0.7973787861485642;-0.17045446288534016
-0.7973787861485642;-0.1975107399416176
-0.8175400764711442;-0.1975107399416176
-0.8175400764711442;-0.22456701699789416
-0.8175400764711442;-0.27867957111044817
-0.8377013667937252;-0.27867957111044817
-0.8377013667937252;-0.3057358481667256
-0.8377013667937252;-0.33279212522300217
-0.8377013667937252;-0.38690467933555706
-0.8377013667937252;-0.38690467933555706
-0.8578626571163062;-0.38690467933555706
-0.8578626571163062;-0.44101723344811106
-0.8578626571163062;-0.49512978756066506
-0.8578626571163062;-0.5221860646169416
-0.8578626571163062;-0.6033548957857731
-0.8578626571163062;-0.6574674498983271
-0.8578626571163062;-0.7115800040108811
-0.8578626571163062;-0.7386362810671585
-0.8578626571163062;-0.7656925581234351
-0.8578626571163062;-0.81980511223599
-0.8578626571163062;-0.81980511223599
-0.8578626571163062;-0.8468613892922665
-0.8377013667937252;-0.873917666348544
